,c1_c2,c2_c3,c3_c0,p1,p2,p3,p4
0,7.000000000000008,7.000000000000008,7.000000000000008,[97.49940502  1.81052012],[118.49940495   1.81227389],[111.49940497   1.8116893 ],[104.499405     1.81110471]
1,7.000000024411422,7.000000024411422,6.999923730436333,[97.49645996  1.81051886],[118.49638367   1.81227231],[111.49638367   1.81168771],[104.49638367   1.81110311]
2,7.000000024411422,7.000000024411422,6.998786950645044,[97.48323822  1.81051791],[118.48202515   1.81227124],[111.48202515   1.81168664],[104.48202515   1.81110203]
3,7.000000024411422,7.000000024411422,6.996482873465167,[97.45333862  1.81051862],[118.44982147   1.81227148],[111.44982147   1.81168687],[104.44982147   1.81110227]
4,7.000000024411422,7.000000024411422,6.99436953070235,[97.40237427  1.81052661],[118.39674377   1.81227362],[111.39674377   1.81168902],[104.39674377   1.81110442]
5,7.000000024411422,7.000000024411422,6.992111228388614,[97.33029175  1.81054282],[118.32240295   1.81227088],[111.32240295   1.81168628],[104.32240295   1.81110168]
6,7.000000024411422,7.000000024411422,6.989761373014858,[97.23648071  1.8105607 ],[118.22624207   1.81226492],[111.22624207   1.81168032],[104.22624207   1.81109571]
7,7.000000024411422,7.000000024411422,6.987411517330526,[97.12062836  1.81058168],[118.10803986   1.81225669],[111.10803986   1.81167209],[104.10803986   1.81108749]
8,7.000000024411422,7.000000024411422,6.985031143865685,[96.98256683  1.81060505],[117.96759796   1.81224608],[110.96759796   1.81166148],[103.96759796   1.81107688]
9,7.000000024411422,7.000000024411422,6.982620252710611,[96.8219986  1.8106302],[117.80461884   1.81223285],[110.80461884   1.81164825],[103.80461884   1.81106365]
10,7.000000024411422,7.000000024411422,6.980171214525133,[96.63861847  1.81065631],[117.61878967   1.81221581],[110.61878967   1.8116312 ],[103.61878967   1.8110466 ]
11,7.000000024411422,7.000000024411422,6.977699288225863,[96.43212128  1.81068242],[117.40982056   1.81219482],[110.40982056   1.81161022],[103.40982056   1.81102562]
12,7.000000024411422,7.000000024411422,6.975189215139176,[96.20223999  1.81070685],[117.1774292    1.81216908],[110.1774292    1.81158447],[103.1774292    1.81099987]
13,7.000000024411422,7.000000024411422,6.972656254129428,[95.94869995  1.81072879],[116.9213562    1.81213796],[109.9213562    1.81155336],[102.9213562    1.81096876]
14,7.000000024411422,7.000000024411422,6.970092775893072,[95.67123413  1.81074655],[116.6413269    1.81210077],[109.6413269    1.81151617],[102.6413269    1.81093156]
15,7.000000024411422,7.000000024411422,6.967498780490605,[95.36959076  1.81075871],[116.33708954   1.8120569 ],[109.33708954   1.8114723 ],[102.33708954   1.81088769]
16,7.000000024411422,7.000000024411422,6.964889526749403,[95.04349518  1.81076372],[116.0083847    1.81200588],[109.0083847    1.81142128],[102.0083847    1.81083667]
